,parentTaxid,taxid,CDS,CDS_Mean,exon,exon_Mean,gene,gene_Mean,mRNA,mRNA_Mean
7938,10239,1037523,1,2382.0,0,0.0,1,2382.0,0,0.0
7939,10239,1602199,6,535.0,0,0.0,6,535.0,0,0.0
7940,10239,204987,6,2291.0,0,0.0,6,2482.33333333,0,0.0
7943,10239,984915,2,1713.0,0,0.0,2,1713.0,0,0.0
7944,10239,549445,88,676.511363636,0,0.0,88,676.511363636,0,0.0
7946,10239,526413,6,1103.0,0,0.0,6,1103.0,0,0.0
7947,10239,858517,3,517.0,0,0.0,3,517.0,0,0.0
7948,10239,11207,9,1633.66666667,7,2157.42857143,7,2157.42857143,7,2157.42857143
7949,10239,56144,5,1212.0,0,0.0,5,1212.0,0,0.0
7952,10239,715480,1,9414.0,0,0.0,1,9414.0,0,0.0
7953,10239,604276,6,550.5,0,0.0,6,550.5,0,0.0
7954,10239,1874886,6,558.0,0,0.0,6,558.0,0,0.0
7955,10239,492502,3,1176.0,0,0.0,3,1176.0,0,0.0
7956,10239,222459,6,556.0,0,0.0,6,556.0,0,0.0
7957,10239,222450,5,587.4,0,0.0,5,587.4,0,0.0
7958,10239,222456,6,557.5,0,0.0,6,557.5,0,0.0
7959,10239,1454025,2,1015.5,0,0.0,2,1015.5,0,0.0
7960,10239,1454024,2,757.5,0,0.0,2,757.5,0,0.0
7961,10239,1454027,2,798.0,0,0.0,2,798.0,0,0.0
7962,10239,1454026,2,798.0,0,0.0,2,798.0,0,0.0
7963,10239,1454021,2,1045.5,0,0.0,2,1045.5,0,0.0
7964,10239,1454023,2,982.5,0,0.0,2,982.5,0,0.0
7965,10239,1454022,2,996.0,0,0.0,2,996.0,0,0.0
7966,10239,1454029,2,676.5,0,0.0,2,676.5,0,0.0
7967,10239,1454028,2,936.0,0,0.0,2,936.0,0,0.0
7969,10239,128818,1,7863.0,0,0.0,10,1572.3,0,0.0
7970,10239,1922832,1,9066.0,0,0.0,1,9066.0,0,0.0
7971,10239,1922833,6,2041.0,0,0.0,6,2041.0,0,0.0
7972,10239,1922835,1,8472.0,0,0.0,1,8472.0,0,0.0
7973,10239,1922836,1,9441.0,0,0.0,1,9441.0,0,0.0
7974,10239,1922837,4,1879.5,0,0.0,4,1879.5,0,0.0
7976,10239,1923301,2,2529.0,0,0.0,2,2529.0,0,0.0
7977,10239,1923300,2,2517.0,0,0.0,2,2517.0,0,0.0
7978,10239,1923303,2,2700.0,0,0.0,2,2700.0,0,0.0
7979,10239,1923305,3,1887.0,0,0.0,3,1887.0,0,0.0
7980,10239,1923304,3,2397.0,0,0.0,3,2397.0,0,0.0
7981,10239,1923307,2,3481.5,0,0.0,2,3481.5,0,0.0
7982,10239,1923306,2,3841.5,0,0.0,2,3841.5,0,0.0
7983,10239,1923309,2,3502.5,0,0.0,2,3502.5,0,0.0
7984,10239,1923308,2,2268.0,0,0.0,2,2268.0,0,0.0
7985,10239,392174,5,1354.2,0,0.0,5,1354.2,0,0.0
7986,10239,444878,227,743.841409692,5,75.4,232,729.435344828,0,0.0
7988,10239,345198,174,995.465517241,0,0.0,174,995.465517241,0,0.0
7989,10239,873160,6,531.5,0,0.0,6,531.5,0,0.0
7990,10239,1482734,1,8043.0,0,0.0,1,8043.0,0,0.0
7991,10239,1843739,4,645.0,0,0.0,3,909.333333333,0,0.0
7992,10239,1843738,4,654.75,0,0.0,3,918.0,0,0.0
7993,10239,328061,2,4425.0,0,0.0,2,4425.0,0,0.0
7994,10239,10724,97,512.597938144,0,0.0,97,512.597938144,0,0.0
7995,10239,10726,162,604.611111111,33,106.666666667,195,545.666666667,0,0.0
7996,10239,1843735,4,648.0,0,0.0,3,913.666666667,0,0.0
7997,10239,1843734,4,651.0,0,0.0,3,917.666666667,0,0.0
7998,10239,1843737,4,689.25,0,0.0,3,964.333333333,0,0.0
7999,10239,1843736,4,663.0,0,0.0,3,932.333333333,0,0.0
8000,10239,198589,4,518.25,0,0.0,4,518.25,0,0.0
8001,10239,75387,5,1813.2,0,0.0,5,1813.2,0,0.0
8002,10239,1883200,62,683.758064516,0,0.0,62,683.758064516,0,0.0
8003,10239,1883202,61,677.557377049,0,0.0,61,677.557377049,0,0.0
8004,10239,349370,3,674.0,0,0.0,3,674.0,0,0.0
8005,10239,134632,4,1734.0,0,0.0,4,1734.0,0,0.0
8006,10239,493803,5,1002.6,0,0.0,4,1361.0,0,0.0
8007,10239,754004,34,479.029411765,0,0.0,34,479.029411765,0,0.0
8008,10239,1923080,2,2580.0,0,0.0,2,2580.0,0,0.0
8009,10239,113370,123,918.869918699,0,0.0,123,918.869918699,0,0.0
8010,10239,1109716,67,641.597014925,3,72.6666666667,69,626.144927536,0,0.0
8011,10239,1109717,20,647.55,0,0.0,20,647.55,0,0.0
8012,10239,1109714,60,620.3,0,0.0,60,620.3,0,0.0
8013,10239,1547577,7,516.0,0,0.0,7,516.0,0,0.0
8014,10239,1109712,85,561.811764706,0,0.0,85,561.811764706,0,0.0
8015,10239,1109713,82,560.085365854,0,0.0,82,560.085365854,0,0.0
8016,10239,1109710,95,648.947368421,0,0.0,94,655.840425532,0,0.0
8017,10239,1109711,68,629.823529412,0,0.0,68,629.823529412,0,0.0
8018,10239,38525,9,1454.0,0,0.0,9,1454.0,0,0.0
8020,10239,1813771,135,513.822222222,0,0.0,135,513.822222222,0,0.0
8021,10239,70600,136,813.242647059,0,0.0,137,815.189781022,0,0.0
8023,10239,1813779,60,611.6,0,0.0,60,611.6,0,0.0
8024,10239,1225644,1,888.0,0,0.0,1,888.0,0,0.0
8025,10239,1162306,27,609.777777778,0,0.0,27,609.777777778,0,0.0
8026,10239,1923088,2,4011.0,0,0.0,2,4011.0,0,0.0
8027,10239,1162304,26,626.769230769,0,0.0,26,626.769230769,0,0.0
8028,10239,1162305,28,584.785714286,0,0.0,28,584.785714286,0,0.0
8029,10239,1520006,48,828.25,0,0.0,36,2468.13888889,0,0.0
8030,10239,1937817,2,1659.0,0,0.0,2,1659.0,0,0.0
8031,10239,1520002,26,944.423076923,0,0.0,23,1185.26086957,0,0.0
8033,10239,1223561,4,2356.5,0,0.0,4,2356.5,0,0.0
8034,10239,1223562,4,2403.0,0,0.0,4,2403.0,0,0.0
8036,10239,1272960,11,1296.54545455,11,1343.90909091,10,1436.9,11,1343.90909091
8037,10239,1305716,6,2315.0,0,0.0,6,2315.16666667,0,0.0
8040,10239,445517,58,577.5,0,0.0,58,577.5,0,0.0
8041,10239,445516,67,632.417910448,0,0.0,69,648.115942029,0,0.0
8042,10239,445515,59,642.254237288,0,0.0,61,634.721311475,0,0.0
8043,10239,1453082,1,852.0,0,0.0,1,955.0,0,0.0
8044,10239,1453083,1,846.0,0,0.0,1,931.0,0,0.0
8045,10239,1776293,238,631.273109244,0,0.0,238,631.273109244,0,0.0
8046,10239,1453080,3,423.0,0,0.0,3,423.0,0,0.0
8048,10239,1941437,5,880.2,0,0.0,5,880.2,0,0.0
8049,10239,1941436,4,934.5,0,0.0,4,934.5,0,0.0
8050,10239,1941435,4,948.0,0,0.0,4,948.0,0,0.0
8051,10239,1453081,1,849.0,0,0.0,1,941.0,0,0.0
8052,10239,11096,1,11697.0,0,0.0,1,11697.0,0,0.0
8053,10239,11099,1,11967.0,0,0.0,1,11967.0,0,0.0
8054,10239,1461743,21,892.0,0,0.0,21,892.0,0,0.0
8055,10239,1673889,107,526.205607477,0,0.0,106,531.179245283,0,0.0
8056,10239,1673886,100,644.76,0,0.0,100,644.76,0,0.0
8057,10239,1673887,263,622.653992395,2,73.5,265,618.509433962,0,0.0
8059,10239,578305,5,1432.2,0,0.0,5,1432.2,0,0.0
8060,10239,590647,8,1962.625,8,2172.875,6,2526.83333333,8,2172.875
8062,10239,47985,10,1642.8,0,0.0,10,1642.8,0,0.0
8063,10239,434346,41,965.634146341,0,0.0,41,965.634146341,0,0.0
8064,10239,1560283,23,1421.08695652,0,0.0,23,1421.08695652,0,0.0
8065,10239,1756191,4,1456.5,0,0.0,3,2085.33333333,0,0.0
8066,10239,1560285,93,531.258064516,1,76.0,93,532.064516129,0,0.0
8067,10239,1560284,47,881.617021277,0,0.0,47,881.617021277,0,0.0
8068,10239,1560286,96,590.59375,1,74.0,96,591.354166667,0,0.0
8069,10239,659497,2,1635.0,0,0.0,2,1635.0,0,0.0
8070,10239,340907,80,1514.0625,0,0.0,75,2358.25333333,0,0.0
8071,10239,1452540,91,1205.27472527,0,0.0,87,1309.45977011,0,0.0
8072,10239,644007,54,540.388888889,0,0.0,54,540.388888889,0,0.0
8073,10239,1754217,36,748.666666667,0,0.0,36,748.666666667,0,0.0
8074,10239,193119,0,0.0,0,0.0,0,0.0,0,0.0
8075,10239,193118,0,0.0,0,0.0,0,0.0,0,0.0
8076,10239,213633,4,2439.0,1,2389.0,5,2429.0,0,0.0
8077,10239,161675,1,10053.0,0,0.0,1,10053.0,0,0.0
8078,10239,1969397,1,10029.0,0,0.0,1,10029.0,0,0.0
8080,10239,1402875,50,800.04,0,0.0,50,800.04,0,0.0
8081,10239,1720504,272,580.169117647,10,79.1,282,562.40070922,0,0.0
8082,10239,1720500,266,592.522556391,9,79.3333333333,275,575.727272727,0,0.0
8083,10239,1698439,45,811.8,0,0.0,45,811.8,0,0.0
8084,10239,631267,3,5000.0,0,0.0,1,10308.0,0,0.0
8085,10239,12814,10,1336.8,13,1163.53846154,12,1254.83333333,10,1486.0
8086,10239,283675,123,776.780487805,0,0.0,123,776.780487805,0,0.0
8087,10239,326036,69,600.565217391,0,0.0,69,600.565217391,0,0.0
8088,10239,12542,1,10245.0,0,0.0,1,10245.0,0,0.0
8089,10239,1519999,46,746.02173913,0,0.0,46,746.02173913,0,0.0
8090,10239,10845,11,619.090909091,0,0.0,11,619.090909091,0,0.0
8091,10239,405947,62,648.14516129,0,0.0,61,658.754098361,0,0.0
8092,10239,1303385,6,547.5,0,0.0,6,547.5,0,0.0
8093,10239,1427476,12,1967.75,0,0.0,12,1967.75,0,0.0
8094,10239,1303386,4,1212.75,0,0.0,4,1212.75,0,0.0
8095,10239,1416009,91,760.153846154,0,0.0,91,760.153846154,0,0.0
8096,10239,359812,2,4069.5,0,0.0,2,4069.5,0,0.0
8097,10239,223264,7,691.714285714,0,0.0,7,691.714285714,0,0.0
8098,10239,223262,8,613.5,0,0.0,8,613.5,0,0.0
8099,10239,871701,1,6777.0,0,0.0,1,6777.0,0,0.0
8100,10239,638358,3,717.0,0,0.0,3,717.0,0,0.0
8101,10239,1070324,8,906.375,0,0.0,8,906.375,0,0.0
8102,10239,871700,1,6768.0,0,0.0,1,6768.0,0,0.0
8103,10239,1537164,2,915.0,0,0.0,2,915.0,0,0.0
8104,10239,1537165,2,976.5,0,0.0,2,976.5,0,0.0
8105,10239,1537166,2,933.0,0,0.0,2,933.0,0,0.0
8106,10239,1537167,2,889.5,0,0.0,2,889.5,0,0.0
8107,10239,1000373,4,3999.75,0,0.0,4,3999.75,0,0.0
8108,10239,1633752,6,544.0,0,0.0,6,544.0,0,0.0
8109,10239,1245890,60,681.8,0,0.0,60,681.8,0,0.0
8110,10239,1357713,56,572.196428571,0,0.0,56,577.071428571,0,0.0
8111,10239,1357715,170,867.017647059,0,0.0,170,867.017647059,0,0.0
8112,10239,1357714,286,513.933566434,5,76.4,291,506.41580756,0,0.0
8113,10239,436911,3,2702.0,0,0.0,3,2702.0,0,0.0
8114,10239,666635,1,381.0,0,0.0,1,381.0,0,0.0
8115,10239,334778,3,2211.0,0,0.0,3,2211.0,0,0.0
8117,10239,1204252,7,2122.42857143,0,0.0,7,2122.42857143,0,0.0
8118,10239,77775,131,595.763358779,22,77.0909090909,153,521.594771242,0,0.0
8119,10239,558690,12,1232.25,0,0.0,11,1344.36363636,0,0.0
8120,10239,1523858,1,8547.0,0,0.0,1,8547.0,0,0.0
8122,10239,1503289,7,3859.71428571,0,0.0,6,4502.83333333,0,0.0
8123,10239,1174526,5,601.8,0,0.0,4,774.5,0,0.0
8124,10239,1774276,1,13992.0,0,0.0,1,13992.0,0,0.0
8125,10239,260372,47,788.617021277,0,0.0,47,788.617021277,0,0.0
8126,10239,260373,66,682.0,0,0.0,65,692.507692308,0,0.0
8127,10239,172148,1,10251.0,0,0.0,1,10251.0,0,0.0
8128,10239,1072672,5,612.6,0,0.0,4,787.25,0,0.0
8129,10239,1521188,1,8943.0,0,0.0,1,8943.0,0,0.0
8130,10239,904698,4,2863.5,0,0.0,4,2863.5,0,0.0
8131,10239,167634,9,1791.33333333,0,0.0,8,2015.375,0,0.0
8132,10239,1458855,189,634.777777778,17,75.2941176471,206,588.606796117,0,0.0
8133,10239,755272,253,749.122529644,7,80.4285714286,265,744.566037736,0,0.0
8134,10239,1534545,1,6624.0,0,0.0,1,6624.0,0,0.0
8135,10239,55951,13,1232.07692308,0,0.0,12,1334.83333333,0,0.0
8137,10239,1458857,117,522.794871795,0,0.0,116,534.120689655,0,0.0
8138,10239,1235689,65,637.753846154,0,0.0,65,637.753846154,0,0.0
8139,10239,1562076,46,794.086956522,0,0.0,46,794.086956522,0,0.0
8140,10239,1906668,8,612.375,0,0.0,8,612.375,0,0.0
8141,10239,237716,5,2164.8,5,2348.8,5,2348.8,5,2348.8
8142,10239,379529,160,1027.9125,0,0.0,160,1027.9125,0,0.0
8144,10239,1432565,6,500.5,0,0.0,6,500.5,0,0.0
8146,10239,1432563,6,993.0,0,0.0,5,1191.4,0,0.0
8147,10239,43130,2,5218.5,0,0.0,2,5381.5,0,0.0
8148,10239,1739610,60,605.05,1,73.0,61,596.327868852,0,0.0
8149,10239,1739611,50,641.4,0,0.0,50,641.4,0,0.0
8151,10239,332032,47,707.553191489,0,0.0,47,707.553191489,0,0.0
8152,10239,195063,0,0.0,0,0.0,0,0.0,0,0.0
8154,10239,1815969,98,512.173469388,1,74.0,98,512.918367347,0,0.0
8155,10239,11909,7,1031.57142857,1,8436.0,5,3353.6,0,0.0
8158,10239,1486473,97,606.958762887,1,76.0,97,607.731958763,0,0.0
8159,10239,715223,7,840.857142857,0,0.0,6,1031.0,0,0.0
8161,10239,444875,55,787.6,0,0.0,56,805.553571429,0,0.0
8162,10239,936054,83,723.21686747,4,76.25,88,693.636363636,0,0.0
8163,10239,1714622,7,1293.85714286,4,2568.0,6,1725.16666667,1,6430.0
8164,10239,80341,81,1552.07407407,0,0.0,80,2198.8125,0,0.0
8165,10239,936059,7,1066.28571429,0,0.0,7,1066.28571429,0,0.0
8166,10239,326811,6,549.0,0,0.0,6,549.0,0,0.0
8168,10239,1234888,5,808.8,0,0.0,5,808.8,0,0.0
8170,10239,1234883,2,756.0,0,0.0,2,756.0,0,0.0
8171,10239,1234882,2,795.0,0,0.0,2,795.0,0,0.0
8172,10239,1234881,4,579.75,0,0.0,2,781.5,0,0.0
8174,10239,1234887,5,562.8,0,0.0,4,752.5,0,0.0
8175,10239,1234886,5,554.4,0,0.0,4,744.75,0,0.0
8176,10239,1792583,1,9417.0,0,0.0,1,9417.0,0,0.0
8177,10239,1234884,5,581.4,0,0.0,4,783.25,0,0.0
8178,10239,691966,106,668.462264151,0,0.0,105,674.819047619,0,0.0
8179,10239,338903,7,1122.0,0,0.0,7,1122.0,0,0.0
8180,10239,363716,4,2852.25,0,0.0,4,2852.25,0,0.0
8181,10239,538398,93,656.258064516,0,0.0,94,652.489361702,0,0.0
8182,10239,37325,4,1863.0,0,0.0,2,2041.5,0,0.0
8183,10239,669008,47,763.595744681,0,0.0,47,763.595744681,0,0.0
8184,10239,1887641,169,515.218934911,2,74.0,170,513.052941176,0,0.0
8185,10239,1887643,80,584.7,0,0.0,79,592.088607595,0,0.0
8186,10239,205880,109,616.844036697,0,0.0,109,616.844036697,0,0.0
8187,10239,1887645,179,492.854748603,8,80.875,186,477.779569892,0,0.0
8188,10239,1887644,81,652.703703704,0,0.0,80,660.85,0,0.0
8189,10239,1887647,60,730.0,0,0.0,59,742.355932203,0,0.0
8190,10239,1887646,74,595.5,0,0.0,74,595.5,0,0.0
8191,10239,1887649,101,480.891089109,3,74.6666666667,104,469.173076923,0,0.0
8192,10239,1887648,70,611.871428571,0,0.0,70,611.871428571,0,0.0
8193,10239,384360,12,531.25,0,0.0,12,531.25,0,0.0
8195,10239,1481112,275,578.530909091,4,72.0,279,571.268817204,0,0.0
8197,10239,1906176,2,2839.5,0,0.0,2,2839.5,0,0.0
8198,10239,1345661,1,9738.0,0,0.0,1,9738.0,0,0.0
8199,10239,1345662,1,9528.0,0,0.0,1,9528.0,0,0.0
8200,10239,114922,1,9201.0,0,0.0,1,9201.0,0,0.0
8201,10239,114921,2,4801.5,0,0.0,2,4801.5,0,0.0
8202,10239,1634488,3,613.0,0,0.0,2,995.5,0,0.0
8203,10239,1678078,549,976.120218579,3,76.3333333333,523,1126.24474187,0,0.0
8204,10239,463392,2,2377.5,0,0.0,2,2377.5,0,0.0
8205,10239,1634487,3,671.0,0,0.0,2,1059.0,0,0.0
8206,10239,1634486,3,654.0,0,0.0,2,1060.0,0,0.0
8207,10239,1634485,3,618.0,0,0.0,2,984.5,0,0.0
8208,10239,1634484,3,633.0,0,0.0,2,999.0,0,0.0
8209,10239,318558,7,1682.57142857,0,0.0,6,1883.16666667,0,0.0
8210,10239,245685,88,528.102272727,0,0.0,87,534.16091954,0,0.0
8211,10239,1241371,118,1476.58474576,0,0.0,118,1476.58474576,0,0.0
8212,10239,1241370,6,556.0,0,0.0,6,556.0,0,0.0
8213,10239,137475,2,4840.5,0,0.0,2,4840.5,0,0.0
8214,10239,262967,3,3709.0,0,0.0,3,3709.0,0,0.0
8215,10239,28375,6,2292.5,0,0.0,6,2292.5,0,0.0
8216,10239,151043,5,1545.6,0,0.0,5,1545.6,0,0.0
8219,10239,262968,162,858.444444444,0,0.0,162,858.444444444,0,0.0
8220,10239,1458859,236,498.152542373,3,91.6666666667,238,495.117647059,0,0.0
8221,10239,1534548,1,8247.0,0,0.0,1,8247.0,0,0.0
8222,10239,511969,11,647.454545455,0,0.0,11,647.454545455,0,0.0
8223,10239,445700,241,738.821576763,0,0.0,241,738.821576763,0,0.0
8224,10239,1458851,88,541.931818182,1,72.0,89,536.651685393,0,0.0
8225,10239,1458852,73,520.931506849,0,0.0,73,520.931506849,0,0.0
8226,10239,1534547,1,8235.0,0,0.0,1,8235.0,0,0.0
8227,10239,1534546,1,6441.0,0,0.0,1,6441.0,0,0.0
8228,10239,1458856,70,572.057142857,0,0.0,70,572.057142857,0,0.0
8229,10239,1534544,1,7296.0,0,0.0,1,7296.0,0,0.0
8231,10239,1805467,49,758.020408163,0,0.0,49,758.020408163,0,0.0
8232,10239,1560346,41,795.146341463,0,0.0,34,1390.05882353,0,0.0
8233,10239,1486472,180,461.833333333,4,75.5,183,455.907103825,0,0.0
8234,10239,1560342,162,518.944444444,17,76.1764705882,179,476.893854749,0,0.0
8235,10239,10641,7,1032.85714286,0,0.0,7,1032.85714286,0,0.0
8236,10239,1239452,2,4747.5,0,0.0,2,4747.5,0,0.0
8237,10239,1586713,248,689.842741935,0,0.0,248,689.842741935,0,0.0
8238,10239,1586712,102,627.323529412,0,0.0,102,627.323529412,0,0.0
8239,10239,1586715,236,679.118644068,0,0.0,236,679.118644068,0,0.0
8240,10239,1586714,225,716.32,0,0.0,225,716.32,0,0.0
8242,10239,575608,60,646.85,0,0.0,61,646.721311475,0,0.0
8243,10239,103724,3,2697.0,0,0.0,3,2697.0,0,0.0
8244,10239,103723,2,3321.0,0,0.0,2,3321.0,0,0.0
8245,10239,103722,4,1986.75,0,0.0,4,1986.75,0,0.0
0,35237,35238,11,979.090909091,0,0.0,11,1011.36363636,0,0.0
1,35237,1675553,89,548.662921348,0,0.0,88,554.886363636,0,0.0
15,35237,1081054,7,963.0,0,0.0,7,963.0,0,0.0
16,35237,1081055,7,1151.57142857,0,0.0,7,1151.57142857,0,0.0
18,35237,1498212,201,673.223880597,19,75.6315789474,220,621.613636364,0,0.0
30,35237,1679933,12,660.25,0,0.0,8,1080.875,0,0.0
33,35237,382359,226,769.805309735,6,75.1666666667,232,751.840517241,0,0.0
44,35237,389469,52,651.346153846,0,0.0,52,651.346153846,0,0.0
46,35237,1349409,1522,898.732588699,1,71.0,1488,923.304435484,0,0.0
47,35237,1747288,27,652.0,0,0.0,27,652.0,0,0.0
48,35237,1747289,57,598.842105263,0,0.0,57,598.842105263,0,0.0
52,35237,1747282,55,764.781818182,0,0.0,55,764.781818182,0,0.0
57,35237,1747287,95,528.157894737,0,0.0,95,528.157894737,0,0.0
58,35237,885867,49,840.265306122,0,0.0,52,865.25,0,0.0
60,35237,1857100,130,599.284615385,0,0.0,130,599.284615385,0,0.0
73,35237,10708,55,647.236363636,0,0.0,55,647.236363636,0,0.0
74,35237,10702,61,673.918032787,0,0.0,61,674.06557377,0,0.0
75,35237,57477,273,522.373626374,7,76.8571428571,280,511.235714286,0,0.0
77,35237,10704,111,531.594594595,0,0.0,109,530.651376147,0,0.0
82,35237,697227,253,643.055335968,3,72.0,255,637.964705882,0,0.0
83,35237,1838063,67,656.552238806,0,0.0,67,656.552238806,0,0.0
85,35237,1732064,59,629.796610169,0,0.0,59,629.796610169,0,0.0
86,35237,1732063,156,723.692307692,0,0.0,156,723.692307692,0,0.0
97,35237,762660,255,622.705882353,6,79.8333333333,263,607.730038023,0,0.0
117,35237,1410331,45,786.133333333,0,0.0,45,786.133333333,0,0.0
118,35237,1458706,87,576.655172414,0,0.0,87,576.655172414,0,0.0
124,35237,1136534,140,604.607142857,0,0.0,140,604.607142857,0,0.0
125,35237,1136535,73,794.342465753,1,87.0,74,784.783783784,0,0.0
131,35237,1187128,89,478.415730337,0,0.0,89,478.415730337,0,0.0
132,35237,459290,34,444.617647059,0,0.0,34,444.617647059,0,0.0
135,35237,1785753,247,727.311740891,5,82.0,247,727.311740891,0,0.0
136,35237,871584,86,645.662790698,0,0.0,86,645.662790698,0,0.0
139,35237,157924,56,570.803571429,0,0.0,56,578.232142857,0,0.0
149,35237,938131,109,522.688073394,0,0.0,108,527.537037037,0,0.0
150,35237,1720526,296,745.469594595,0,0.0,296,745.591216216,0,0.0
151,35237,1698417,100,497.46,1,73.0,100,498.18,0,0.0
153,35237,1327776,81,574.555555556,3,73.6666666667,83,563.361445783,0,0.0
155,35237,1327777,100,542.28,0,0.0,99,547.767676768,0,0.0
156,35237,1141526,59,698.898305085,0,0.0,58,710.931034483,0,0.0
158,35237,1327773,93,537.516129032,0,0.0,92,543.347826087,0,0.0
159,35237,1327770,85,590.364705882,0,0.0,84,597.380952381,0,0.0
160,35237,1327771,107,541.261682243,0,0.0,106,546.377358491,0,0.0
162,35237,1147158,59,635.542372881,0,0.0,59,635.542372881,0,0.0
163,35237,1147156,74,554.472972973,0,0.0,74,554.472972973,0,0.0
164,35237,1147157,61,584.606557377,0,0.0,61,584.606557377,0,0.0
165,35237,1147154,67,539.910447761,0,0.0,67,539.910447761,0,0.0
166,35237,1147155,74,570.081081081,1,76.0,75,563.493333333,0,0.0
167,35237,1147152,59,705.0,0,0.0,59,705.0,0,0.0
168,35237,1147153,66,574.0,0,0.0,66,574.0,0,0.0
169,35237,1147150,61,562.032786885,0,0.0,61,562.032786885,0,0.0
170,35237,1147151,63,635.0,0,0.0,63,635.0,0,0.0
177,35237,1785960,244,612.553278689,17,79.2352941176,261,577.816091954,0,0.0
179,35237,1357732,38,1000.81578947,0,0.0,38,1000.81578947,0,0.0
182,35237,1655012,46,578.804347826,0,0.0,45,591.644444444,0,0.0
183,35237,1655015,46,587.282608696,0,0.0,45,600.311111111,0,0.0
184,35237,1655014,45,599.133333333,0,0.0,44,612.727272727,0,0.0
185,35237,1655017,46,588.97826087,0,0.0,45,602.044444444,0,0.0
186,35237,1655016,47,579.510638298,0,0.0,46,592.086956522,0,0.0
187,35237,1655019,46,585.97826087,0,0.0,45,598.977777778,0,0.0
188,35237,1655018,45,595.333333333,0,0.0,44,608.840909091,0,0.0
192,35237,1245909,37,639.648648649,0,0.0,37,639.648648649,0,0.0
195,35237,1328029,197,694.279187817,24,75.25,221,627.054298643,0,0.0
196,35237,1732180,60,523.9,0,0.0,60,523.9,0,0.0
200,35237,43685,50,610.38,0,0.0,50,610.38,0,0.0
206,35237,1056830,69,612.391304348,0,0.0,68,621.411764706,0,0.0
207,35237,1056831,98,604.653061224,1,76.0,98,605.418367347,0,0.0
208,35237,1056833,86,565.988372093,0,0.0,85,572.635294118,0,0.0
209,35237,1647463,63,588.952380952,0,0.0,63,588.952380952,0,0.0
219,35237,1647465,47,664.14893617,0,0.0,47,664.14893617,0,0.0
221,35237,909330,7,1051.71428571,0,0.0,7,1051.71428571,0,0.0
222,35237,909331,7,1016.14285714,0,0.0,7,1016.14285714,0,0.0
229,35237,138184,73,1417.84931507,0,0.0,70,1527.04285714,0,0.0
231,35237,10390,92,1447.5,2,442.5,87,2482.33333333,0,0.0
232,35237,347962,53,638.150943396,0,0.0,53,638.150943396,0,0.0
235,35237,10397,160,1100.1375,0,0.0,158,1141.30379747,0,0.0
236,35237,10398,85,1237.76470588,0,0.0,73,1554.08219178,0,0.0
239,35237,998086,375,731.056,5,82.6,381,732.727034121,0,0.0
247,35237,484895,68,606.264705882,0,0.0,68,606.264705882,0,0.0
248,35237,484896,54,744.5,0,0.0,54,744.5,0,0.0
251,35237,10570,8,883.5,0,0.0,8,883.5,0,0.0
255,35237,1114179,72,600.291666667,0,0.0,86,502.895348837,0,0.0
258,35237,1173135,87,540.862068966,1,72.0,88,535.534090909,0,0.0
262,35237,1647311,147,484.979591837,2,78.5,149,479.523489933,0,0.0
263,35237,333765,7,754.285714286,0,0.0,7,754.285714286,0,0.0
264,35237,1647313,101,568.00990099,0,0.0,100,573.68,0,0.0
266,35237,333760,11,676.909090909,0,0.0,8,1221.25,0,0.0
267,35237,333762,6,1124.0,0,0.0,6,1124.0,0,0.0
268,35237,333763,6,1133.5,0,0.0,6,1133.5,0,0.0
270,35237,333769,7,1008.42857143,0,0.0,7,1008.42857143,0,0.0
271,35237,648017,65,559.107692308,0,0.0,65,559.107692308,0,0.0
273,35237,68347,193,959.098445596,0,0.0,193,959.098445596,0,0.0
276,35237,981323,57,721.105263158,0,0.0,57,721.105263158,0,0.0
277,35237,461711,51,602.352941176,0,0.0,57,715.070175439,0,0.0
278,35237,1814958,49,618.0,0,0.0,50,607.92,0,0.0
279,35237,47680,42,783.976190476,0,0.0,36,1147.05555556,0,0.0
281,35237,28358,54,708.555555556,0,0.0,54,708.555555556,0,0.0
282,35237,491893,31,1057.06451613,0,0.0,31,1057.06451613,0,0.0
284,35237,1579460,130,1007.81538462,0,0.0,130,1007.81538462,0,0.0
285,35237,1814957,49,616.040816327,0,0.0,50,606.0,0,0.0
288,35237,446529,77,549.545454545,0,0.0,77,549.545454545,0,0.0
290,35237,79700,170,1165.04117647,0,0.0,167,1198.91616766,0,0.0
291,35237,1486413,177,644.06779661,9,74.5555555556,186,616.510752688,0,0.0
300,35237,213775,49,508.346938776,0,0.0,49,508.346938776,0,0.0
301,35237,756282,104,631.701923077,0,0.0,105,659.980952381,0,0.0
302,35237,756280,59,724.372881356,0,0.0,59,724.372881356,0,0.0
303,35237,1237364,62,230.322580645,0,0.0,62,230.322580645,0,0.0
304,35237,1273754,105,589.371428571,1,73.0,106,584.5,0,0.0
305,35237,1273755,124,541.935483871,4,75.0,128,527.34375,0,0.0
306,35237,1273752,73,469.068493151,0,0.0,73,469.068493151,0,0.0
307,35237,1273753,118,592.677966102,4,73.75,122,575.663934426,0,0.0
308,35237,1273750,74,634.054054054,0,0.0,74,634.054054054,0,0.0
309,35237,1273751,88,574.397727273,0,0.0,88,574.397727273,0,0.0
310,35237,244310,71,630.422535211,0,0.0,71,630.422535211,0,0.0
